0	0.0014761054	-5.8379318	0.014702711
0.128	0.0014835309	-5.8379898	0.013841079
0.256	0.0014407327	-5.8378434	0.013753388
0.384	0.0014867182	-5.8377055	0.014206119
0.512	0.0014680067	-5.8379256	0.014945212
0.64	0.0014872211	-5.8378154	0.015070049
0.768	0.0014669007	-5.837828	0.01468652
0.896	0.001496593	-5.8377735	0.014318395
1.024	0.0015020266	-5.8379176	0.013963707
1.152	0.001476505	-5.8376957	0.013916668
1.28	0.0014989085	-5.8378049	0.013447242
1.408	0.0014816246	-5.8377858	0.014284459
1.536	0.0014968874	-5.8378966	0.014053721
1.664	0.0014816714	-5.8377769	0.014333288
1.792	0.001491401	-5.8377565	0.014351774
1.92	0.0015369034	-5.8377762	0.014709073
2.048	0.0015131087	-5.8377833	0.013934202
2.176	0.0015262503	-5.8378978	0.01373753
2.304	0.0015156348	-5.8379289	0.014561741
2.432	0.0015124978	-5.8376797	0.015375832
2.56	0.0015234744	-5.8378823	0.015216083
2.688	0.0015159586	-5.8379836	0.014843401
2.816	0.0015358552	-5.8378893	0.014885148
2.944	0.0015293529	-5.8378163	0.015039543
3.072	0.0015254733	-5.8378259	0.01444463
3.2	0.0015415568	-5.8377677	0.014096953
3.328	0.0015063344	-5.8377103	0.014984785
3.456	0.0015220057	-5.837681	0.014806073
3.584	0.0015265562	-5.837739	0.013906909
3.712	0.0015135224	-5.8377432	0.01423636
3.84	0.0015205243	-5.837894	0.01427195
3.968	0.0015312109	-5.8377238	0.013976764
4.096	0.0015005732	-5.8376477	0.013883116
4.224	0.0014978659	-5.8377996	0.013842302
4.352	0.0015227385	-5.8377979	0.014177502
4.48	0.001497703	-5.8376489	0.014383851
4.608	0.0015073004	-5.8377066	0.013672115
4.736	0.0015084163	-5.8377746	0.014115468
4.864	0.0014826088	-5.8379183	0.014865423
4.992	0.0014847565	-5.8378848	0.014177467
5.12	0.0014949293	-5.8380309	0.01406157
5.248	0.0014992396	-5.8380497	0.014160421
5.376	0.0014620604	-5.8378547	0.014566839
5.504	0.0014947848	-5.8377756	0.013728648
5.632	0.0014648681	-5.8377822	0.01372511
5.76	0.0014638395	-5.8378587	0.014241397
5.888	0.0014895117	-5.8378818	0.01468435
6.016	0.0014861258	-5.8378196	0.014666447
6.144	0.0014931775	-5.8378371	0.014183323
6.272	0.0014628278	-5.8377514	0.014795206
6.4	0.0014578463	-5.8377182	0.014531478
6.528	0.0014875441	-5.8378491	0.013938962
6.656	0.0014626354	-5.8378505	0.014239021
6.784	0.0014787278	-5.8378036	0.014792167
6.912	0.0014696841	-5.837954	0.013794571
7.04	0.0014784082	-5.8378702	0.014137845
7.168	0.0014884512	-5.8378893	0.014126213
7.296	0.0014873591	-5.8379108	0.014558803
7.424	0.0014914278	-5.8377606	0.014349989
7.552	0.001492886	-5.8378262	0.013836821
7.68	0.0014945632	-5.8377198	0.014125818
7.808	0.0014884592	-5.8378659	0.014253732
7.936	0.0015148368	-5.8376906	0.014731699
8.064	0.0014962141	-5.8376148	0.014365092
8.192	0.0014853426	-5.837705	0.014338486
8.32	0.0014997496	-5.8376809	0.014147312
8.448	0.0015451782	-5.8378554	0.014403113
8.576	0.0014910875	-5.8377219	0.014518504
8.704	0.0015187076	-5.8378008	0.014436028
8.832	0.0015154075	-5.8377938	0.014387632
8.96	0.0015416948	-5.8377889	0.014039902
9.088	0.001510897	-5.8378583	0.014575662
9.216	0.0015381775	-5.8377398	0.013754232
9.344	0.0015164904	-5.8378244	0.013416323
9.472	0.001535683	-5.8377459	0.014386012
9.6	0.0015082502	-5.8378402	0.014491142
9.728	0.0015297326	-5.8378675	0.014259129
9.856	0.0015232372	-5.8378166	0.013473307
9.984	0.0015158883	-5.8377375	0.014036566
10.112	0.0015117873	-5.8378669	0.014247918
10.24	0.0015204608	-5.8376422	0.013902066
10.368	0.0015143963	-5.8376084	0.014832094
10.496	0.0015211056	-5.8376623	0.01472321
10.624	0.001507507	-5.8378312	0.014687867
10.752	0.0014968607	-5.8376918	0.014703238
10.88	0.0015140809	-5.8377755	0.014218633
11.008	0.0015064415	-5.8378347	0.015441388
11.136	0.0015054275	-5.8377749	0.014787825
11.264	0.0014909111	-5.8377807	0.014733223
11.392	0.0014548719	-5.8377462	0.015015096
11.52	0.0014792787	-5.8377901	0.01337399
11.648	0.0014910227	-5.837779	0.013765067
11.776	0.0015099504	-5.8378306	0.014004422
11.904	0.0014915722	-5.8377936	0.013964137
12.032	0.0014537789	-5.837867	0.014315377
12.16	0.0014872849	-5.8378432	0.014504035
12.288	0.0014494505	-5.8376728	0.014590872
12.416	0.0014728216	-5.8377207	0.013714173
12.544	0.0014833363	-5.8377595	0.01364354
12.672	0.001495246	-5.8377571	0.014296312
12.8	0.0014730217	-5.8379156	0.013720673
12.928	0.0014570203	-5.8378238	0.01380303
13.056	0.0014810274	-5.8379103	0.014236127
13.184	0.0014712691	-5.8377901	0.014585097
13.312	0.0014826047	-5.8378114	0.014194845
13.44	0.001474625	-5.8376639	0.014061147
13.568	0.001495003	-5.837837	0.014784239
13.696	0.0015033397	-5.8378861	0.015099893
13.824	0.0014749792	-5.8379076	0.014980672
13.952	0.001494397	-5.8378555	0.013251663
14.08	0.0014891013	-5.8377555	0.013597874
14.208	0.0015197481	-5.8378308	0.014461268
14.336	0.0015095757	-5.837814	0.014083381
14.464	0.001517931	-5.837779	0.01423988
14.592	0.0014806334	-5.8378106	0.014555545
14.72	0.001530655	-5.8378084	0.014531717
14.848	0.001476863	-5.8378381	0.014171136
14.976	0.0015151199	-5.837876	0.014722273
15.104	0.0015593588	-5.8377808	0.013798473
15.232	0.0015123586	-5.8377072	0.013267594
15.36	0.0015191268	-5.8376323	0.013899839
15.488	0.001527802	-5.8376717	0.013837982
15.616	0.0015258445	-5.8376918	0.014474715
15.744	0.0015267896	-5.8378738	0.014884208
15.872	0.0015290366	-5.8377419	0.014467519
16	0.001529175	-5.8377017	0.015237528
16.128	0.0015200041	-5.8377555	0.015340994
16.256	0.0015091911	-5.8378089	0.014691027
16.384	0.0015133914	-5.8377846	0.014694117
16.512	0.0015156705	-5.8377403	0.014997972
16.64	0.0015263679	-5.8377932	0.014941624
16.768	0.0015271692	-5.8377484	0.014883793
16.896	0.0014933289	-5.8377485	0.014264022
17.024	0.0015103368	-5.8377947	0.014239432
17.152	0.0015147378	-5.8377681	0.01439279
17.28	0.0014979256	-5.8377904	0.014432504
17.408	0.0015053836	-5.8379905	0.015155975
17.536	0.0014825544	-5.837858	0.014660855
17.664	0.0015032792	-5.8377825	0.013760818
17.792	0.0014714032	-5.8378589	0.014162705
17.92	0.0014847407	-5.8377656	0.013957007
18.048	0.0014953071	-5.8378692	0.014184859
18.176	0.0014745988	-5.8378342	0.014773401
18.304	0.0014890031	-5.8379731	0.01375981
18.432	0.00147745	-5.8379179	0.013556803
18.56	0.0014776434	-5.8377576	0.013989232
18.688	0.0014551752	-5.8378855	0.014568638
18.816	0.0014615416	-5.8378551	0.014393214
18.944	0.0014789553	-5.8378674	0.014006389
19.072	0.0014835689	-5.8379453	0.014056554
19.2	0.0014663619	-5.8379542	0.013754047
19.328	0.0014738505	-5.8378427	0.013471799
19.456	0.0014915475	-5.8379174	0.01395794
19.584	0.0014602332	-5.8378821	0.013848362
19.712	0.0014748451	-5.837715	0.01357023
19.84	0.0014893198	-5.8378399	0.013886552
19.968	0.0015123936	-5.8378523	0.014583928
20.096	0.0015039637	-5.8378844	0.01458476
20.224	0.0014798213	-5.8377241	0.014178206
20.352	0.0014941423	-5.8377416	0.014396564
20.48	0.0014999193	-5.8377456	0.014437826
20.608	0.0015064877	-5.8377968	0.014274075
20.736	0.0015067901	-5.8377816	0.01441489
20.864	0.0015068764	-5.8378595	0.014587479
20.992	0.0015137753	-5.837642	0.014180706
21.12	0.001525759	-5.8377838	0.013956525
21.248	0.0015145806	-5.8376379	0.014450921
21.376	0.0015113328	-5.8377469	0.013956678
21.504	0.001518718	-5.8378715	0.013686911
21.632	0.0015214339	-5.837806	0.015250752
21.76	0.0015288221	-5.8378112	0.01500874
21.888	0.0015354171	-5.8377144	0.014135329
22.016	0.001508405	-5.8377013	0.014369891
22.144	0.0015419657	-5.8378423	0.014598202
22.272	0.0015158165	-5.8377342	0.014305605
22.4	0.0015238984	-5.8377214	0.014258113
22.528	0.0015354464	-5.8377079	0.014380843
22.656	0.0015123333	-5.8378514	0.013304828
22.784	0.0015469571	-5.8376951	0.013656361
22.912	0.0015127872	-5.8376709	0.014447904
23.04	0.0014932259	-5.8378011	0.013963358
23.168	0.0015130109	-5.8378965	0.014414038
23.296	0.0014851323	-5.837926	0.014348487
23.424	0.0015070881	-5.8377958	0.013979032
23.552	0.0014899363	-5.8377895	0.014209718
23.68	0.0015314906	-5.8378559	0.014294159
23.808	0.0015005799	-5.8378873	0.015004125
23.936	0.0014871292	-5.8379035	0.014713074
24.064	0.0014860691	-5.8379598	0.014341055
24.192	0.0014758867	-5.8378575	0.013918604
24.32	0.0014853881	-5.8378534	0.012984734
24.448	0.0014836143	-5.8379165	0.013467555
24.576	0.0014880623	-5.8378503	0.014762277
24.704	0.0014774393	-5.8378891	0.014675809
24.832	0.0014659594	-5.8377309	0.014011002
24.96	0.0014970781	-5.8378472	0.013350978
25.088	0.0014496594	-5.8377171	0.01393472
25.216	0.0014976847	-5.8377045	0.013987677
25.344	0.0014628882	-5.8376179	0.014014726
25.472	0.0014720575	-5.8378163	0.014768797
25.6	0.0014509592	-5.837858	0.013908158
25.728	0.0015017492	-5.837761	0.013386683
25.856	0.0014784748	-5.8378502	0.014560998
25.984	0.0014689037	-5.8378644	0.015034295
26.112	0.0014623842	-5.8378159	0.014551803
26.24	0.0014873696	-5.8377376	0.014283884
26.368	0.0014807847	-5.8376643	0.014100281
26.496	0.0015035265	-5.8378713	0.01418053
26.624	0.0014753258	-5.8378458	0.013394666
26.752	0.0014957972	-5.8379244	0.013916991
26.88	0.0015281042	-5.837773	0.01469941
27.008	0.0015152863	-5.8376979	0.014029736
27.136	0.0015107845	-5.8376778	0.014383279
27.264	0.001516398	-5.8377613	0.014184216
27.392	0.0015100912	-5.837703	0.013627795
27.52	0.0015182846	-5.8378179	0.014267399
